"","logFC","logCPM","F","PValue","FDR"
"NKX6-2",1.47209833456095,4.29861129885165,17.2989730053779,3.69432599241792e-05,0.000156358123585154
"WNT2B",-1.44345380822714,4.58258147755238,17.357354906413,3.70547646960642e-05,0.000156791293029318
"TXN",-0.670199753005523,6.14954676686221,17.3895109460585,3.71946658819574e-05,0.000157344373585152
"CCT6B",1.1462317980587,3.66699886142047,17.3234313463313,3.72248565448589e-05,0.00015743318775889
"ZFP69B",-2.58494843092078,3.7453712847539,17.3409782997987,3.73233681650857e-05,0.000157810833041805
"PRRT3",-1.23147480823201,4.82248199877344,17.3361453547014,3.75179269822493e-05,0.000158594298749656
"FLRT3",-1.42982739144749,5.13576863327648,17.3231507013764,3.75841637988485e-05,0.000158835073867264
"DNAJB1",0.904996695631683,6.28874909661364,17.4673585109361,3.76988116284803e-05,0.00015928027025656
"SH3BGRL2",-0.796446779348722,6.05100982603477,17.3571141859927,3.78392818400122e-05,0.000159834321515176
"ADAMTS2",-1.71636373806713,4.67790473033137,17.3167671420672,3.78689793401795e-05,0.000159920307425721
"MAPRE2",-0.446523924749851,8.01576263434696,17.3825340570448,3.79550792484788e-05,0.000160244378972616
"ZNF420",-0.78659046335549,5.76770112272718,17.3380797728558,3.79875549459449e-05,0.000160341947898071
"MOG",1.18437625463348,5.41737729542654,17.2948412827452,3.81334789899327e-05,0.00016091820564645
"FAM84A",-1.30538301564352,5.63501410502722,17.3965856524399,3.81969630740397e-05,0.000161146379454795
"MED31",-0.853890192130354,5.57757803538943,17.316767006809,3.82479328654664e-05,0.000161321658205663
"FEM1B",-0.822452103243669,6.17130341625221,17.4146141520239,3.83320733676072e-05,0.000161636723165871
"KRI1",0.993947467037519,3.84781666807339,17.2609407723302,3.85824815377496e-05,0.000162652569299747
"SPOPL",-0.760700987450226,5.70742625839149,17.2941618069211,3.86879717051872e-05,0.000163057133331562
"DARS",0.493236065604642,6.14693920956287,17.3249168234879,3.89107020552208e-05,0.000163955505583406
"CGREF1",-1.13708982443678,5.04366759658809,17.2443387131944,3.92766773190964e-05,0.00016545686902139
"SLC30A5",-0.747179342321019,5.77388790372133,17.265516303086,3.95597152266301e-05,0.000166608197953237
"DDI2",-0.737413299158397,5.68525057924782,17.2539632885086,3.98885947306749e-05,0.000167951977813368
"SLC30A1",1.05061876169441,4.13718359489925,17.2090904810094,3.9913763487585e-05,0.000168016629187965
"EPHB2",-0.776860334304794,5.95192456514332,17.2264373633014,4.01956193356884e-05,0.000169161505168875
"HIPK4",-2.46741442720246,4.25856112230187,17.1940711719633,4.03007132739889e-05,0.000169562106475962
"ZNF573",-0.799258017790966,5.61627067195947,17.1965370030525,4.05004342882312e-05,0.000170360549143616
"ZNF274",0.986417928503598,4.12029782643562,17.1515285217545,4.09480035034241e-05,0.000172200889211157
"WFIKKN1",1.87120456280193,2.49822352138138,17.1251949579108,4.11466925949545e-05,0.00017299395314971
"PECAM1",-1.70831397257504,4.55513305783646,17.1240751207657,4.13550862804904e-05,0.000173827418885833
"PTPN14",0.81779686632863,5.09359301797413,17.1990632054983,4.14966031105511e-05,0.000174357364410733
"KLRD1",-1.43541208611512,4.72201858102216,17.1256009927566,4.15015338769707e-05,0.000174357364410733
"ZNF239",-2.39349928758182,3.65854466629351,17.1111274846781,4.18421323703569e-05,0.000175745168346543
"CHCHD3",-0.399593252646369,8.01301849151191,17.1857545786452,4.19223837036183e-05,0.000176039050528807
"HEBP2",1.66346186403746,2.57217255699234,17.0483570014521,4.20057597999713e-05,0.000176345906762018
"PLCL1",-0.50537742225501,8.62128577671875,17.2099071697459,4.21415075273436e-05,0.000176872421884805
"TBCK",-0.425092560045982,7.84147478100169,17.1591477124111,4.24036909021667e-05,0.00017792921280517
"ILK",0.666877774415469,5.09686533742652,17.1207958324912,4.24268541222678e-05,0.000177982784262001
"EPG5",-0.634059285388107,6.0183714527677,17.137228181289,4.24868670354879e-05,0.000178190877914638
"HMGN3",0.426460995831215,7.11651547150227,17.1552852680265,4.24983088628593e-05,0.000178195211298592
"SHANK1",-1.07703873999534,5.64791663927775,17.0759670126855,4.26254224095865e-05,0.000178684434782596
"MFSD8",-0.837649513522692,5.47664888070231,17.0982978206006,4.26659168729085e-05,0.000178810403149129
"CFTR",-1.40813088609528,5.64190809066153,17.1345726466816,4.28757326520951e-05,0.000179645752081221
"FBXO3",-0.628100543825775,6.11239727787393,17.1261000768251,4.28894595248128e-05,0.000179659297055247
"TRAPPC6B",-0.614789242977104,6.20773587225035,17.1134326360759,4.30169681343583e-05,0.000180149338175199
"FHL2",-1.2222826841046,5.40146845888208,17.0487852117594,4.32263723408619e-05,0.000180955431450715
"DR1",-1.02107795843515,4.87389587392179,17.0693394555034,4.32305908080271e-05,0.000180955431450715
"LEMD2",0.749493184125142,4.59001348467784,17.058736398769,4.34064764474119e-05,0.000181647244385161
"TMEM8B",0.730721620580167,4.82071365608023,17.0499439978395,4.38466774952476e-05,0.000183444554916578
"TMPO",-1.23410209662106,4.71310672742165,17.01942069266,4.40646894559301e-05,0.000184311625576722
