"","logFC.spline_1.macaque","logFC.spline_2.macaque","logFC.spline_3.macaque","logCPM","F","PValue"
"NOL9",0.0242381076503874,0.422427120202173,0.211211657995867,8.70205446835642,0.975196270815712,0.411875361035607
"NOLC1",0.0158441394014703,-0.174024072381607,-0.292818708180011,8.89990825697731,1.55264348180564,0.20585907643211
"NONO",0.234304190685186,0.0741518414748795,0.00228488040633574,9.31991922423256,1.79997707067518,0.151893913297922
"NOP10",0.0458472636421707,0.134298234680566,-0.203949896543312,9.01099664852462,3.23591366592752,0.0280052691274692
"NOP16",0.0370881960424522,0.117273382005481,-0.0645346888854701,8.76230081464669,0.0147839453781728,0.997525244895746
"NOP53",0.554803206450886,-0.213020867759376,0.276235509596756,9.27988246553945,4.6387612428504,0.0043752275246568
"NOP56",0.0539055564200802,0.189081872651932,0.0368291669948664,8.99329164059008,0.320936998757278,0.810211184591981
"NOP58",0.159046866742206,0.402562689154661,-0.23900361750592,8.87195471733776,3.06616022524789,0.0316200112084126
"NOS1AP",-0.0766511446280763,-0.299341456107844,0.0990254557137146,8.67145957834573,0.671609899388253,0.574408566829948
"NOSIP",0.255943111516529,0.179105092154754,-0.0565414271487739,8.8091969568603,1.49682992301639,0.220786006371461
"NOTCH1",0.529739156086891,1.09387496055089,-0.745116402482438,8.64316756745724,0.199080283242501,0.89611602220584
